store,name,sales,price
华为京东自营官方旗舰店,华为畅享10 Plus#8GB+128GB,2475,1700.00
Apple产品京东自营旗舰店,AppleiPhone XS#512GB,1415,6999.00
Apple产品京东自营旗舰店,AppleiPhone XS#256GB,50059,6399.00
Apple产品京东自营旗舰店,AppleiPhone XS#512GB,2127,7099.00
vivo官方旗舰店,vivoZ5x#6GB 64GB,6297,1198.00
vivo官方旗舰店,vivoZ5x#6GB 64GB,10886,1198.00
vivo官方旗舰店,vivoZ5x#6GB 64GB,0,1198.00
vivo官方旗舰店,vivoZ5x#6GB 64GB,3626,1198.00
,OPPOReno3 Pro#12GB+256GB,0,4499.00
realme真我京东自营旗舰店,realmeQ#6GB+64GB,17029,1298.00
realme真我京东自营旗舰店,realmeQ#6GB+64GB,4879,1298.00
华为京东自营官方旗舰店,华为nova 5i#6GB+128GB,8707,1799.00
Apple产品京东自营旗舰店,AppleiPhone XS#512GB,2002,6849.00
vivo官方旗舰店,vivoZ5x#6GB 128GB,4524,1298.00
vivo官方旗舰店,vivoZ5x#6GB 128GB,9511,1298.00
vivo官方旗舰店,vivoZ5x#6GB 128GB,3510,1298.00
vivo官方旗舰店,vivoZ5x#6GB 128GB,5360,1298.00
realme真我京东自营旗舰店,realmeQ#8GB+128GB,11821,1598.00
realme真我京东自营旗舰店,realmeQ#8GB+128GB,3137,1598.00
华为京东自营官方旗舰店,华为nova 5i#8GB+128GB,16314,1999.00
vivo官方旗舰店,vivoZ5x#8GB 128GB,47,1498.00
vivo官方旗舰店,vivoZ5x#8GB 128GB,2591,1498.00
vivo官方旗舰店,vivoZ5x#8GB 128GB,1457,1498.00
vivo官方旗舰店,vivoZ5x#8GB 128GB,2306,1498.00
黑鲨京东自营官方旗舰店,黑鲨游戏手机2#6GB+128GB,10368,2299.00
黑鲨京东自营官方旗舰店,黑鲨游戏手机2#8GB+128GB,50491,2499.00
黑鲨京东自营官方旗舰店,黑鲨游戏手机2#8GB+256GB,11668,2699.00
酷派京东自营旗舰店,酷派cool 9#酷玩8 Lite,4014,499.00
酷派京东自营旗舰店,酷派cool 9#酷玩8 Lite,4014,499.00
酷派京东自营旗舰店,酷派酷玩8 Lite#酷玩8 Lite,4014,499.00
酷派京东自营旗舰店,酷派cool 9#酷玩8 Lite,4014,499.00
